CustomerID,TotalSales,OrderCount,AvgOrderValue
416345,399.45,1,399.45
417191,342.87,1,342.87
416739,429.91,1,429.91
413243,383.45,1,383.45
417180,260.44,1,260.44
416860,443.89,1,443.89
417123,436.57,1,436.57
416600,496.1,1,496.1
416662,892.98,1,892.98
419012,483.41,1,483.41
418718,166.59,1,166.59
418469,280.72,1,280.72
403029,751.65,2,375.83
418539,449.0,1,449.0
418255,175.4,1,175.4
418526,1506.88,3,502.29
418661,260.22,1,260.22
419111,406.64,1,406.64
418256,539.79,1,539.79
419102,397.79,1,397.79
194354,884.32,2,442.16
417175,368.28,1,368.28
418916,374.71,1,374.71
418705,176.43,1,176.43
419160,572.87,2,286.44
418447,214.35,1,214.35
419176,372.66,1,372.66
419139,569.0,1,569.0
418936,496.1,1,496.1
181593,20311.36,2,10155.68
180193,445.63,2,222.81
181531,1430.0,2,715.0
163712,5906.21,16,369.14
181580,472.0,1,472.0
93997,524.0,1,524.0
181515,217.91,1,217.91
293957,771.3,1,771.3
288014,107.91,1,107.91
294111,173.79,1,173.79
294114,474.0,1,474.0
293766,403.2,1,403.2
294067,995.29,2,497.64
293961,346.12,1,346.12
294679,558.19,1,558.19
293746,670.58,2,335.29
283340,357.84,1,357.84
294012,543.46,1,543.46
288105,1006.03,1,1006.03
294263,730.44,1,730.44
294131,964.98,2,482.49
373186,763.1,2,381.55
34347,330.26,1,330.26
373395,377.1,1,377.1
373824,194.89,1,194.89
374201,467.61,1,467.61
373823,234.2,1,234.2
372661,330.26,1,330.26
374221,1335.9,2,667.95
374265,194.89,1,194.89
373808,439.0,1,439.0
351603,917.82,2,458.91
373688,1116.51,1,1116.51
374204,400.83,1,400.83
373382,413.17,2,206.59
374216,330.26,1,330.26
373339,392.22,1,392.22
373967,420.44,1,420.44
374150,567.06,1,567.06
339885,440.84,2,220.42
373302,330.26,1,330.26
373547,253.7,1,253.7
373545,255.96,1,255.96
373109,346.66,1,346.66
374235,888.59,1,888.59
373356,361.92,1,361.92
374193,368.84,2,184.42
373629,325.34,1,325.34
373631,434.24,1,434.24
373201,496.1,1,496.1
146205,2774.7,5,554.94
482990,319.17,1,319.17
488052,390.98,1,390.98
484539,752.74,1,752.74
487273,404.0,1,404.0
22733,1753.49,1,1753.49
484842,312.38,1,312.38
486348,338.35,1,338.35
484939,414.06,1,414.06
135837,414.06,1,414.06
486303,284.0,1,284.0
486652,284.0,1,284.0
484650,358.0,3,119.33
488747,197.46,1,197.46
483217,309.61,1,309.61
448998,378.0,1,378.0
483233,609.0,1,609.0
484494,486.0,1,486.0
410088,284.0,1,284.0
488254,847.0,1,847.0
336143,1027.0,2,513.5
488069,429.0,1,429.0
483709,278.1,1,278.1
484477,316.23,1,316.23
192487,890.84,2,445.42
486538,338.25,1,338.25
23143,652.48,2,326.24
486415,927.0,1,927.0
487782,652.0,1,652.0
316754,902.48,3,300.83
484141,616.07,1,616.07
395295,374.35,2,187.18
462416,264.6,2,132.3
478757,620.1,1,620.1
461842,363.6,1,363.6
486208,567.47,1,567.47
488287,298.0,1,298.0
486824,329.0,1,329.0
484773,985.29,1,985.29
488286,385.86,1,385.86
354929,820.54,2,410.27
361349,336.43,1,336.43
402790,676.68,2,338.34
488270,916.3,4,229.08
486165,337.59,1,337.59
484582,337.59,1,337.59
485763,319.37,1,319.37
483087,318.26,1,318.26
488085,408.38,1,408.38
232817,793.46,2,396.73
488726,468.1,2,234.05
487189,308.86,1,308.86
485644,284.0,1,284.0
170817,429.0,1,429.0
484700,429.0,1,429.0
486585,509.0,1,509.0
484867,215.92,1,215.92
484417,347.71,1,347.71
488842,193.88,1,193.88
484364,195.67,1,195.67
486392,179.1,1,179.1
400981,844.2,2,422.1
318670,559.1,2,279.55
488250,232.31,1,232.31
487559,331.35,1,331.35
463487,333.33,1,333.33
488234,298.27,1,298.27
484301,299.66,1,299.66
488445,278.1,1,278.1
482999,287.1,1,287.1
488735,385.08,1,385.08
486885,575.1,1,575.1
484149,444.6,1,444.6
484664,701.8,1,701.8
487016,753.37,1,753.37
483916,559.0,1,559.0
488736,348.68,1,348.68
483032,670.54,1,670.54
227053,818.0,1,818.0
487390,169.0,1,169.0
487971,319.37,1,319.37
486152,107.79,1,107.79
169774,193.43,1,193.43
379128,194.78,1,194.78
32003,352.63,2,176.31
479331,372.66,1,372.66
189388,690.58,2,345.29
488226,303.13,1,303.13
100623,278.1,1,278.1
487382,278.1,1,278.1
486986,747.0,1,747.0
487088,98.24,1,98.24
488402,638.0,1,638.0
483364,332.95,1,332.95
484067,557.36,1,557.36
447827,179.1,1,179.1
483614,179.1,1,179.1
483408,386.1,1,386.1
237902,307.03,1,307.03
485524,278.1,1,278.1
488283,316.39,1,316.39
483039,429.0,1,429.0
485008,346.92,1,346.92
487517,179.1,1,179.1
487425,287.1,1,287.1
434741,1934.96,3,644.99
485920,478.0,1,478.0
463801,835.08,1,835.08
440087,595.9,2,297.95
487033,311.83,1,311.83
484266,281.64,1,281.64
485213,318.79,1,318.79
485741,313.32,1,313.32
478044,313.32,1,313.32
486128,315.12,1,315.12
485870,407.57,1,407.57
467328,419.24,1,419.24
487421,361.34,1,361.34
278634,1014.68,3,338.23
485166,303.76,2,151.88
485284,633.55,1,633.55
483214,767.37,1,767.37
429133,1505.48,3,501.83
483678,537.27,1,537.27
485603,691.7,1,691.7
483546,211.27,1,211.27
469082,213.16,1,213.16
486271,195.2,1,195.2
488533,190.15,1,190.15
485313,191.84,1,191.84
485883,191.84,1,191.84
484245,191.84,1,191.84
484055,350.13,1,350.13
488513,310.55,1,310.55
483307,626.64,2,313.32
486894,338.55,1,338.55
482956,338.55,1,338.55
483331,338.55,1,338.55
487051,341.57,1,341.57
488193,341.57,1,341.57
483434,307.41,1,307.41
484061,307.41,1,307.41
486501,379.79,1,379.79
483941,402.14,1,402.14
486648,398.63,1,398.63
483243,276.28,1,276.28
488344,385.99,1,385.99
485541,264.99,1,264.99
468001,398.63,1,398.63
485184,474.59,1,474.59
471420,385.99,1,385.99
483712,697.0,1,697.0
483057,304.69,1,304.69
485322,474.59,1,474.59
295394,394.0,1,394.0
294890,443.0,2,221.5
294955,444.51,1,444.51
134577,2847.0,5,569.4
294775,805.98,1,805.98
294809,457.97,1,457.97
294688,438.0,2,219.0
262642,1109.59,2,554.79
252774,143.1,1,143.1
252812,379.11,1,379.11
167283,68.0,1,68.0
252508,1110.67,2,555.34
252965,768.5,1,768.5
252670,144.0,1,144.0
242696,1153.54,3,384.51
253146,351.96,1,351.96
241308,538.0,2,269.0
252801,383.9,1,383.9
253372,429.0,1,429.0
252737,399.0,1,399.0
232212,937.8,4,234.45
252615,349.12,1,349.12
241677,976.0,1,976.0
252267,294.0,1,294.0
224160,1304.4,2,652.2
252628,898.0,1,898.0
252949,456.19,1,456.19
252239,974.0,3,324.67
252433,149.62,1,149.62
252539,410.84,1,410.84
252956,371.74,1,371.74
295726,717.72,1,717.72
296008,391.09,1,391.09
295449,545.15,1,545.15
295719,368.0,1,368.0
296119,408.6,1,408.6
295854,361.16,1,361.16
295492,403.14,1,403.14
296013,459.86,1,459.86
26047,467.1,1,467.1
295502,426.02,1,426.02
296014,214.0,1,214.0
295539,367.71,1,367.71
192933,1435.57,3,478.52
295938,375.21,1,375.21
295864,926.64,2,463.32
295775,406.27,1,406.27
295620,374.88,1,374.88
295649,422.79,1,422.79
296141,827.0,1,827.0
280764,906.0,3,302.0
370038,1062.0,2,531.0
369527,334.62,1,334.62
369430,260.22,1,260.22
369513,258.72,1,258.72
369861,392.22,1,392.22
369835,357.84,1,357.84
369641,377.1,1,377.1
369698,234.2,1,234.2
364681,549.92,1,549.92
369677,413.11,1,413.11
369434,361.58,1,361.58
369625,673.2,2,336.6
193524,1047.17,3,349.06
266038,1317.82,3,439.27
369301,1328.4,1,1328.4
369847,195.56,1,195.56
369705,1183.48,1,1183.48
77559,449.0,1,449.0
369437,1147.3,2,573.65
369478,461.73,1,461.73
289143,341.98,1,341.98
289231,547.68,2,273.84
289688,161.1,1,161.1
289597,503.07,1,503.07
289515,161.1,1,161.1
289683,618.0,1,618.0
289800,502.2,1,502.2
289419,337.28,2,168.64
289302,477.35,1,477.35
289276,456.71,1,456.71
289757,406.27,1,406.27
33648,20.92,1,20.92
287819,376.69,1,376.69
289474,680.3,1,680.3
289147,991.17,1,991.17
99343,19.0,1,19.0
289681,214.0,1,214.0
289163,666.23,2,333.12
289636,356.12,1,356.12
289451,415.43,1,415.43
244012,469.0,1,469.0
247164,1385.57,1,1385.57
245533,612.72,3,204.24
209910,749.1,4,187.28
210128,673.0,2,336.5
246877,9854.44,3,3284.81
83345,894.0,2,447.0
247509,770.47,1,770.47
247309,467.75,1,467.75
47423,19.0,1,19.0
246446,144.0,1,144.0
246705,598.95,1,598.95
242389,350.74,1,350.74
247199,357.06,1,357.06
247091,375.55,1,375.55
240991,712.0,1,712.0
246339,561.95,1,561.95
217764,198.27,1,198.27
246469,582.39,2,291.19
246691,1264.04,2,632.02
247479,543.0,1,543.0
246526,352.77,1,352.77
247362,589.0,1,589.0
247074,665.18,1,665.18
246474,427.17,1,427.17
246786,222.34,1,222.34
246888,526.35,1,526.35
247066,401.99,1,401.99
246812,458.46,1,458.46
246905,325.49,1,325.49
296169,359.92,1,359.92
296500,1067.36,1,1067.36
297196,3101.06,2,1550.53
297060,362.83,1,362.83
276635,1277.0,2,638.5
296238,909.63,1,909.63
297200,408.38,1,408.38
6024,528.99,1,528.99
296342,1130.2,3,376.73
296481,411.22,1,411.22
296295,106.68,1,106.68
296859,351.55,1,351.55
296648,377.8,1,377.8
297139,418.92,1,418.92
260073,827.81,2,413.91
297173,356.12,1,356.12
296186,231.69,1,231.69
297120,373.89,1,373.89
247813,567.0,1,567.0
247814,415.01,1,415.01
204066,1156.0,3,385.33
248334,383.21,1,383.21
248872,703.74,2,351.87
248242,902.1,3,300.7
248938,431.93,1,431.93
248353,513.0,1,513.0
247883,341.98,1,341.98
248507,583.2,2,291.6
248486,728.0,2,364.0
248012,479.0,1,479.0
248476,144.0,1,144.0
248347,199.19,1,199.19
248057,405.91,2,202.96
248108,316.8,1,316.8
248531,435.92,1,435.92
248807,442.2,3,147.4
32885,4772.0,4,1193.0
247882,294.0,1,294.0
247696,434.0,1,434.0
248754,780.48,2,390.24
248320,350.74,1,350.74
247734,441.38,1,441.38
247731,315.32,1,315.32
248172,715.89,1,715.89
188884,915.77,3,305.26
191936,1553.6,4,388.4
248072,405.58,1,405.58
248145,449.72,1,449.72
240418,371.74,1,371.74
98469,522.99,1,522.99
181054,455.46,1,455.46
181100,345.32,1,345.32
181050,416.9,1,416.9
370843,260.44,1,260.44
370454,325.34,1,325.34
370240,686.34,2,343.17
370434,89.1,1,89.1
370264,357.93,1,357.93
295213,719.97,1,719.97
370092,471.88,1,471.88
370360,385.04,1,385.04
370534,424.01,1,424.01
370371,921.01,1,921.01
370274,399.45,1,399.45
370164,377.1,1,377.1
370485,418.09,1,418.09
299587,771.84,2,385.92
370844,237.04,1,237.04
370501,260.22,1,260.22
370858,608.0,2,304.0
210084,474.21,1,474.21
210924,396.72,1,396.72
210916,638.1,2,319.05
211517,198.0,2,99.0
209272,918.0,2,459.0
211080,217.91,1,217.91
211441,217.41,1,217.41
211118,96.45,1,96.45
205655,379.67,1,379.67
211645,723.12,1,723.12
211115,157.69,1,157.69
211520,184.0,1,184.0
210942,389.4,1,389.4
211032,354.79,1,354.79
211031,427.76,1,427.76
211623,429.0,1,429.0
211424,159.0,1,159.0
204397,942.0,3,314.0
211701,1077.0,1,1077.0
210929,217.41,1,217.41
210927,344.52,1,344.52
211216,423.0,1,423.0
211296,217.8,1,217.8
210948,453.2,1,453.2
211447,373.67,1,373.67
211221,240.66,1,240.66
181191,568.0,1,568.0
212239,351.98,1,351.98
212024,480.98,1,480.98
211828,391.74,1,391.74
212330,805.41,1,805.41
211841,694.98,1,694.98
211965,545.32,1,545.32
211823,411.6,1,411.6
211800,377.8,1,377.8
211972,349.31,1,349.31
211752,467.75,1,467.75
212407,843.63,1,843.63
212150,164.8,1,164.8
211930,373.67,1,373.67
211627,421.1,1,421.1
149634,144.0,1,144.0
212201,179.1,1,179.1
212572,544.07,1,544.07
102960,108.16,1,108.16
211961,185.06,1,185.06
211735,981.4,2,490.7
211747,380.41,1,380.41
290102,107.79,1,107.79
290517,831.89,2,415.95
290730,416.9,1,416.9
290240,801.96,1,801.96
289973,365.51,1,365.51
290309,360.33,1,360.33
278137,1347.51,3,449.17
290409,435.42,1,435.42
281054,20931.45,3,6977.15
270191,338.0,2,169.0
288223,858.92,2,429.46
290819,401.75,1,401.75
289947,385.18,1,385.18
289908,379.98,1,379.98
289967,194.0,1,194.0
290431,606.1,2,303.05
290115,920.28,2,460.14
249475,977.0,2,488.5
249589,1205.7,3,401.9
249915,184.0,1,184.0
249253,444.81,1,444.81
248960,515.9,1,515.9
217169,977.0,2,488.5
144434,412.64,1,412.64
248976,382.16,1,382.16
249495,870.9,2,435.45
249069,659.21,1,659.21
249485,49.0,1,49.0
248990,377.8,1,377.8
249366,340.8,1,340.8
249791,179.1,1,179.1
249820,144.0,1,144.0
249163,382.16,1,382.16
249683,365.89,2,182.94
249087,587.43,2,293.71
211456,639.55,2,319.77
249411,373.67,1,373.67
249604,564.67,1,564.67
249377,401.99,1,401.99
253977,299.0,2,149.5
329860,438.45,1,438.45
256513,967.5,2,483.75
329449,214.0,1,214.0
329649,359.51,1,359.51
329759,402.95,1,402.95
329934,779.13,1,779.13
328979,399.91,1,399.91
329662,805.98,1,805.98
327885,404.98,1,404.98
329789,1289.52,2,644.76
73805,137.93,1,137.93
329225,784.65,1,784.65
329894,397.79,1,397.79
329521,257.53,1,257.53
17272,24.83,1,24.83
329656,437.11,1,437.11
329299,496.1,1,496.1
181280,483.0,1,483.0
181259,199.19,1,199.19
181229,596.0,2,298.0
30138,1597.78,3,532.59
181310,229.42,1,229.42
208804,1336.0,2,668.0
250128,107.42,1,107.42
250867,200.34,1,200.34
193884,1448.75,5,289.75
250556,461.29,1,461.29
250156,444.0,1,444.0
250837,386.1,1,386.1
250252,486.19,1,486.19
250278,441.38,1,441.38
167516,404.8,1,404.8
250363,487.77,1,487.77
250102,793.0,1,793.0
249942,783.0,2,391.5
250713,647.86,1,647.86
250740,107.79,1,107.79
250186,444.0,1,444.0
250567,429.0,1,429.0
239006,520.3,2,260.15
250798,204.77,1,204.77
250665,510.21,1,510.21
250104,341.25,1,341.25
354932,457.76,2,228.88
371019,107.79,1,107.79
371257,412.64,1,412.64
371547,621.97,2,310.99
370893,451.48,1,451.48
371630,559.22,1,559.22
371485,411.99,1,411.99
370319,406.27,1,406.27
365326,522.22,2,261.11
371534,482.0,1,482.0
371620,175.6,1,175.6
371760,399.45,1,399.45
371159,377.72,1,377.72
371577,369.24,1,369.24
371538,372.66,1,372.66
371122,361.16,1,361.16
371520,847.39,2,423.69
371303,498.0,1,498.0
371415,435.82,1,435.82
371150,529.2,2,264.6
371584,233.39,1,233.39
371633,260.22,1,260.22
371100,386.1,1,386.1
331605,437.8,2,218.9
371094,1244.58,3,414.86
370936,357.24,1,357.24
371541,573.25,3,191.08
371299,199.46,1,199.46
362102,418.99,2,209.5
371110,373.07,1,373.07
370891,230.37,1,230.37
348267,932.92,2,466.46
371285,313.39,1,313.39
371286,446.49,1,446.49
371113,196.01,1,196.01
371563,403.14,1,403.14
371002,400.37,1,400.37
371186,359.51,1,359.51
371123,402.22,1,402.22
291509,389.0,1,389.0
291472,376.92,1,376.92
291084,164.0,1,164.0
290893,345.51,1,345.51
291522,419.87,2,209.94
290896,352.47,1,352.47
291281,175.4,1,175.4
291830,175.2,1,175.2
291510,1165.87,1,1165.87
291524,404.06,1,404.06
291173,195.56,1,195.56
291165,397.6,1,397.6
291575,373.68,1,373.68
291083,359.67,1,359.67
290595,389.02,1,389.02
291629,397.6,1,397.6
291138,352.97,1,352.97
291626,948.0,2,474.0
291292,1650.55,1,1650.55
291217,323.7,1,323.7
286954,538.2,1,538.2
291073,797.0,2,398.5
291724,1107.45,3,369.15
291120,363.66,1,363.66
291114,362.83,1,362.83
291836,488.32,1,488.32
373139,419.0,1,419.0
371973,261.11,1,261.11
372827,360.82,1,360.82
372046,213.91,1,213.91
372493,357.83,1,357.83
372668,333.01,1,333.01
371877,416.35,1,416.35
372930,351.98,1,351.98
372383,496.1,1,496.1
372595,493.05,1,493.05
120616,1467.0,5,293.4
372279,493.25,1,493.25
48569,894.3,2,447.15
371252,386.83,1,386.83
372630,234.2,1,234.2
373016,406.43,1,406.43
362411,686.34,2,343.17
373159,723.26,1,723.26
373030,356.68,1,356.68
373087,239.81,1,239.81
373115,357.84,1,357.84
372946,97.03,1,97.03
341094,649.53,4,162.38
372540,125.58,1,125.58
372882,647.06,1,647.06
372209,404.06,1,404.06
371842,588.53,1,588.53
356492,521.93,1,521.93
265352,430.85,2,215.43
372755,429.0,1,429.0
126115,372.37,3,124.12
181431,216.67,1,216.67
181437,484.97,2,242.49
146892,1239.33,1,1239.33
152325,193.88,1,193.88
206927,2833.7,7,404.81
609,1427.0,2,713.5
281802,1624.0,3,541.33
330270,164.0,1,164.0
330168,311.8,1,311.8
330977,571.16,1,571.16
330706,438.0,2,219.0
330264,235.62,1,235.62
322769,1096.0,2,548.0
228025,506.98,4,126.75
330173,219.0,1,219.0
330772,235.54,1,235.54
330232,531.43,1,531.43
330903,413.11,1,413.11
330703,1320.46,2,660.23
317957,440.47,1,440.47
271764,1241.95,2,620.98
329551,856.0,1,856.0
330514,959.66,1,959.66
330531,906.0,1,906.0
330911,841.11,1,841.11
330632,519.0,1,519.0
330214,378.07,1,378.07
330028,369.01,1,369.01
281939,889.35,2,444.68
327835,351.98,1,351.98
330525,356.12,1,356.12
330958,446.49,1,446.49
269000,784.03,3,261.34
293356,519.0,1,519.0
293724,408.38,1,408.38
293486,441.67,1,441.67
293521,450.41,1,450.41
293029,405.9,1,405.9
60575,231.66,1,231.66
293349,360.67,1,360.67
225671,855.0,2,427.5
293364,381.45,1,381.45
293045,375.55,1,375.55
260675,472.94,2,236.47
291482,342.87,1,342.87
293187,421.99,1,421.99
293203,294.43,1,294.43
293158,415.43,1,415.43
292229,376.23,1,376.23
292171,784.43,1,784.43
292619,487.17,1,487.17
270844,840.07,2,420.03
292568,377.55,1,377.55
292056,806.27,2,403.13
292673,97.01,1,97.01
292405,437.45,1,437.45
292184,539.79,1,539.79
292459,844.2,1,844.2
280011,1098.9,2,549.45
291929,701.56,3,233.85
215927,592.14,1,592.14
292425,592.9,1,592.9
292813,406.86,1,406.86
291898,219.15,1,219.15
292815,342.87,1,342.87
291927,835.86,1,835.86
200521,2320.32,5,464.06
251816,389.0,1,389.0
38281,184.0,1,184.0
251167,201.03,1,201.03
188704,405.18,2,202.59
251918,217.91,1,217.91
250942,338.61,1,338.61
251406,377.8,1,377.8
251935,399.0,1,399.0
252068,373.0,1,373.0
180513,493.2,1,493.2
77527,42.61,1,42.61
251249,531.3,1,531.3
251449,156.61,1,156.61
251277,354.79,1,354.79
251311,414.06,1,414.06
252105,379.98,1,379.98
252085,383.9,1,383.9
197212,1025.14,3,341.71
251632,877.0,1,877.0
251741,174.11,1,174.11
236126,716.04,2,358.02
46048,17.1,1,17.1
251607,398.0,1,398.0
250954,1287.29,2,643.64
11535,94.07,2,47.04
207029,345.0,1,345.0
205320,614.0,2,307.0
203638,986.62,3,328.87
206556,584.99,1,584.99
206727,330.53,1,330.53
206711,102.04,1,102.04
205229,592.35,1,592.35
207174,151.36,2,75.68
147651,85.0,1,85.0
206717,94.67,1,94.67
192081,1593.3,5,318.66
206832,525.38,1,525.38
206827,116.46,1,116.46
365042,475.23,1,475.23
365110,405.9,1,405.9
365856,664.2,1,664.2
364937,456.19,1,456.19
365418,398.05,1,398.05
365891,258.72,1,258.72
365143,543.91,1,543.91
365721,492.78,1,492.78
365687,694.55,1,694.55
365824,938.0,1,938.0
202998,1426.7,2,713.35
238374,668.1,2,334.05
365713,399.45,1,399.45
364766,519.0,1,519.0
364990,194.4,1,194.4
362658,1181.95,1,1181.95
365608,519.0,1,519.0
363039,745.03,2,372.51
365553,629.03,2,314.51
321875,434.73,1,434.73
365903,427.17,1,427.17
365799,391.09,1,391.09
256133,1201.03,2,600.51
365912,549.88,1,549.88
364779,567.01,1,567.01
365711,639.0,1,639.0
349250,927.63,1,927.63
365909,219.0,1,219.0
365265,377.1,1,377.1
365647,364.48,1,364.48
364975,803.7,1,803.7
365311,1015.0,1,1015.0
356761,902.24,1,902.24
364739,482.49,1,482.49
350762,1995.16,2,997.58
365943,309.43,1,309.43
305469,727.2,2,363.6
365485,799.0,1,799.0
365089,314.38,1,314.38
365156,401.29,1,401.29
344774,5049.24,2,2524.62
242173,686.0,1,686.0
223468,1030.89,2,515.44
242654,144.0,1,144.0
242462,444.81,1,444.81
242208,469.0,1,469.0
241892,310.79,1,310.79
236291,419.0,1,419.0
241861,377.8,1,377.8
242444,166.98,1,166.98
242260,371.74,1,371.74
225860,548.0,3,182.67
241955,154.2,1,154.2
242394,352.56,1,352.56
243547,53.53,1,53.53
243177,793.49,1,793.49
243154,1085.0,1,1085.0
243598,728.0,1,728.0
243449,738.0,1,738.0
243333,4005.26,2,2002.63
193048,577.0,2,288.5
243017,415.01,1,415.01
242860,1111.1,2,555.55
243693,377.8,1,377.8
236407,358.0,1,358.0
243350,184.0,1,184.0
243105,472.98,1,472.98
243013,356.73,1,356.73
88971,528.0,2,264.0
242965,340.02,1,340.02
243218,1043.69,1,1043.69
243098,371.74,1,371.74
243320,349.92,1,349.92
243383,688.0,1,688.0
243084,718.3,1,718.3
243659,415.95,1,415.95
242709,365.89,2,182.94
243145,712.85,1,712.85
242649,403.88,1,403.88
243198,373.67,1,373.67
208032,898.0,2,449.0
208229,469.0,1,469.0
207474,358.0,2,179.0
171838,1322.0,1,1322.0
207475,544.0,1,544.0
207706,469.0,1,469.0
208007,592.15,1,592.15
208172,184.0,1,184.0
207413,184.0,1,184.0
208069,684.05,2,342.02
208037,919.1,2,459.55
207903,356.09,1,356.09
207623,352.77,1,352.77
208109,471.76,1,471.76
207644,558.3,1,558.3
208178,398.92,1,398.92
207762,361.49,1,361.49
207715,374.31,1,374.31
207647,380.07,1,380.07
208147,473.0,1,473.0
178335,477.0,2,238.5
180479,638.0,2,319.0
180344,611.0,1,611.0
180383,401.99,1,401.99
366196,414.06,1,414.06
366266,361.58,1,361.58
366116,790.1,2,395.05
365968,899.8,2,449.9
182643,779.38,3,259.79
366854,374.31,1,374.31
366256,369.55,1,369.55
366605,359.51,1,359.51
231221,1127.2,3,375.73
46451,926.92,2,463.46
367001,639.0,1,639.0
367067,397.6,1,397.6
320096,1030.27,2,515.13
366700,425.1,1,425.1
365586,591.03,1,591.03
365490,804.31,1,804.31
201894,1743.5,2,871.75
367118,400.37,1,400.37
231918,737.1,3,245.7
348787,603.48,2,301.74
366822,399.45,1,399.45
366293,512.1,1,512.1
366032,365.15,1,365.15
365971,641.94,1,641.94
366936,477.67,1,477.67
366214,361.31,1,361.31
366382,380.97,1,380.97
366065,380.97,1,380.97
366144,498.66,1,498.66
365980,371.62,1,371.62
208588,944.98,1,944.98
208936,647.0,2,323.5
208995,820.77,1,820.77
208332,608.3,1,608.3
208297,544.0,1,544.0
208300,215.42,1,215.42
208474,268.0,1,268.0
208362,578.0,1,578.0
209023,529.2,1,529.2
208778,469.0,1,469.0
208540,454.0,1,454.0
208504,778.0,1,778.0
208696,352.77,1,352.77
208580,315.0,1,315.0
208475,401.99,1,401.99
208493,470.98,1,470.98
201946,361.79,1,361.79
209401,421.99,1,421.99
209964,702.68,1,702.68
209428,108.16,1,108.16
209117,1022.98,2,511.49
209905,1086.0,1,1086.0
199118,951.59,2,475.8
209618,379.98,1,379.98
209931,776.29,1,776.29
209077,155.98,1,155.98
209175,489.66,1,489.66
189495,406.57,2,203.28
209327,410.27,1,410.27
209488,698.0,1,698.0
209685,408.38,1,408.38
209342,217.41,1,217.41
209880,525.71,1,525.71
209187,215.42,1,215.42
209307,345.51,1,345.51
209886,469.9,1,469.9
209362,376.05,1,376.05
146615,853.02,2,426.51
177831,537.29,2,268.64
180546,318.26,1,318.26
180621,779.51,1,779.51
179853,1076.71,1,1076.71
288514,1042.99,1,1042.99
289102,798.0,1,798.0
289096,462.0,1,462.0
288444,420.85,1,420.85
288558,400.37,1,400.37
288844,372.39,1,372.39
288958,913.42,2,456.71
288771,377.1,1,377.1
278142,889.52,2,444.76
287664,508.36,1,508.36
288278,361.99,1,361.99
281972,758.0,2,379.0
259329,788.4,2,394.2
288648,593.02,1,593.02
287155,374.53,1,374.53
288650,330.91,1,330.91
288838,376.61,1,376.61
288547,1203.3,1,1203.3
288773,677.2,2,338.6
180750,1296.0,2,648.0
180728,512.0,2,256.0
180771,2296.0,1,2296.0
367340,35.34,1,35.34
135221,86.9,1,86.9
367489,361.58,1,361.58
367757,421.82,1,421.82
367449,375.55,1,375.55
82185,529.2,1,529.2
327851,959.17,3,319.72
107001,411.69,1,411.69
367913,1161.76,2,580.88
270861,882.06,2,441.03
368143,558.0,2,279.0
334432,851.92,2,425.96
253905,472.73,1,472.73
367730,107.09,1,107.09
367296,735.3,2,367.65
172519,17.1,1,17.1
367952,453.57,1,453.57
