order_id,status,date_created,customer_id,country,product_name,units,amount
550022,5,2020-10-14 05:36:25 UTC,409294,US,Monitor Arm,1,93.08
550694,5,2020-10-14 18:53:01 UTC,409780,US,Monitor Arm,1,91.59
550079,11,2020-10-14 06:41:16 UTC,409315,US,Monitor Arm,1,92.02
549780,27,2020-10-14 02:29:41 UTC,409108,US,Monitor Arm,1,85
549901,27,2020-10-14 03:45:42 UTC,409204,US,Monitor Arm,1,85
549713,5,2020-10-14 01:47:29 UTC,407182,US,Monitor Arm,1,85
550900,5,2020-10-14 20:46:49 UTC,403683,US,Monitor Arm,1,85
550591,5,2020-10-14 17:58:34 UTC,409706,US,Monitor Arm,1,85
551128,5,2020-10-14 23:02:59 UTC,410097,US,Monitor Arm,1,85
549714,5,2020-10-14 01:47:55 UTC,409056,US,Monitor Arm,1,85
550231,5,2020-10-14 13:06:13 UTC,409429,US,Monitor Arm,1,85
549990,5,2020-10-14 04:59:14 UTC,409270,US,Monitor Arm,1,85
549995,5,2020-10-14 05:02:12 UTC,110724,US,Monitor Arm,1,85
550245,5,2020-10-14 13:28:49 UTC,386889,US,Monitor Arm,1,85
550472,5,2020-10-14 16:56:51 UTC,409615,US,Monitor Arm,5,425
550709,27,2020-10-14 19:01:24 UTC,23394,US,Flow Board,1,117.45
550714,27,2020-10-14 19:04:47 UTC,23394,US,Flow Board,1,117.45
550695,1,2020-10-14 18:53:15 UTC,409781,US,Privacy Panel,1,120.18
550756,5,2020-10-14 19:25:52 UTC,340226,US,Flow Board,1,119.63
550564,5,2020-10-14 17:42:04 UTC,409661,US,Flow Board,1,117.45
550725,5,2020-10-14 19:11:57 UTC,23394,US,Flow Board,1,117.45
551189,1,2020-10-14 23:37:49 UTC,365144,US,Flow Board,1,109
550584,27,2020-10-14 17:55:25 UTC,179599,US,Privacy Panel,1,109
551004,1,2020-10-14 21:45:36 UTC,409995,US,Flow Board,1,109
550657,5,2020-10-14 18:32:55 UTC,409752,US,Flow Board,1,109
549579,5,2020-10-14 00:31:00 UTC,253114,US,Flow Board,1,109
550299,5,2020-10-14 14:33:57 UTC,379754,US,Flow Board,1,109
550586,5,2020-10-14 17:55:36 UTC,179599,US,Privacy Panel,1,109
550019,2,2020-10-14 05:33:21 UTC,409291,US,Swivel Desk Drawer,1,41.73
549952,5,2020-10-14 04:26:30 UTC,327331,US,Swivel Desk Drawer,1,42.71
549986,5,2020-10-14 04:55:06 UTC,366251,US,Swivel Desk Drawer,1,42.94
550362,5,2020-10-14 15:36:09 UTC,409523,US,Swivel Desk Drawer,1,41.83
551007,5,2020-10-14 21:46:49 UTC,409979,US,Swivel Desk Drawer,1,42.61
550694,5,2020-10-14 18:53:01 UTC,409780,US,Swivel Desk Drawer,1,42.03
550157,5,2020-10-14 09:27:48 UTC,13222,US,Swivel Desk Drawer,1,42.22
550607,1,2020-10-14 18:07:41 UTC,47008,US,Swivel Desk Drawer,2,84.05
549860,6,2020-10-14 03:21:08 UTC,218064,US,Swivel Desk Drawer,1,39
550472,5,2020-10-14 16:56:51 UTC,409615,US,Swivel Desk Drawer,6,234
549924,5,2020-10-14 04:06:25 UTC,408932,US,Swivel Desk Drawer,1,39
549814,5,2020-10-14 02:54:35 UTC,120248,US,Swivel Desk Drawer,1,39
551004,1,2020-10-14 21:45:36 UTC,409995,US,Swivel Desk Drawer,1,39
549793,5,2020-10-14 02:33:26 UTC,409116,US,Swivel Desk Drawer,1,39
550771,6,2020-10-14 19:32:16 UTC,409831,US,Swivel Desk Drawer,1,39
550846,5,2020-10-14 20:12:46 UTC,409892,US,Desk Clamp Power Outlet,1,53.07
549624,5,2020-10-14 00:57:10 UTC,408993,US,Desk Clamp Power Outlet,1,53.9
550079,11,2020-10-14 06:41:16 UTC,409315,US,Desk Clamp Power Outlet,1,53.05
550694,5,2020-10-14 18:53:01 UTC,409780,US,Desk Clamp Power Outlet,1,52.8
550411,5,2020-10-14 16:10:32 UTC,306956,US,Desk Clamp Power Outlet,1,53.05
550135,5,2020-10-14 08:29:22 UTC,384162,US,Anti Fatigue Mats,1,53.54
549930,5,2020-10-14 04:10:00 UTC,385287,US,Anti Fatigue Mats,1,53.54
550579,5,2020-10-14 17:53:19 UTC,390274,US,Anti Fatigue Mats,1,53.66
549986,5,2020-10-14 04:55:06 UTC,366251,US,Desk Clamp Power Outlet,1,53.95
549624,5,2020-10-14 00:57:10 UTC,408993,US,Anti Fatigue Mats,1,53.9
551097,5,2020-10-14 22:46:43 UTC,410070,US,Desk Clamp Power Outlet,1,53.95
551222,5,2020-10-14 23:58:36 UTC,373795,US,Desk Clamp Power Outlet,1,53.9
551216,5,2020-10-14 23:55:31 UTC,368057,US,Anti Fatigue Mats,1,53.95
549648,5,2020-10-14 01:12:17 UTC,409008,US,Desk Clamp Power Outlet,1,53.54
550022,5,2020-10-14 05:36:25 UTC,409294,US,Anti Fatigue Mats,2,107.31
550104,27,2020-10-14 07:16:39 UTC,409352,US,Desk Clamp Power Outlet,1,49
550104,27,2020-10-14 07:16:39 UTC,409352,US,Anti Fatigue Mats,1,49
549901,27,2020-10-14 03:45:42 UTC,409204,US,Desk Clamp Power Outlet,1,49
550889,27,2020-10-14 20:42:47 UTC,409204,US,Desk Clamp Power Outlet,1,49
550107,5,2020-10-14 07:20:08 UTC,409352,US,Desk Clamp Power Outlet,1,49
550042,5,2020-10-14 05:57:52 UTC,409310,US,Desk Clamp Power Outlet,1,49
551060,5,2020-10-14 22:20:49 UTC,410043,US,Desk Clamp Power Outlet,1,49
551004,1,2020-10-14 21:45:36 UTC,409995,US,Desk Clamp Power Outlet,1,49
549907,5,2020-10-14 03:50:56 UTC,409208,US,Desk Clamp Power Outlet,1,49
550645,1,2020-10-14 18:24:31 UTC,409745,US,Anti Fatigue Mats,1,49
549714,5,2020-10-14 01:47:55 UTC,409056,US,Desk Clamp Power Outlet,2,98
550786,5,2020-10-14 19:39:39 UTC,409844,US,Anti Fatigue Mats,1,49
549689,5,2020-10-14 01:36:37 UTC,374385,US,Anti Fatigue Mats,1,49
549961,5,2020-10-14 04:32:45 UTC,404795,US,Anti Fatigue Mats,1,49
549978,5,2020-10-14 04:50:14 UTC,237842,US,Anti Fatigue Mats,1,49
550245,5,2020-10-14 13:28:49 UTC,386889,US,Anti Fatigue Mats,1,49
550752,5,2020-10-14 19:23:09 UTC,409818,US,Anti Fatigue Mats,1,49
549893,5,2020-10-14 03:36:32 UTC,409190,US,Anti Fatigue Mats,1,49
550761,5,2020-10-14 19:28:40 UTC,409827,US,Anti Fatigue Mats,1,49
550107,5,2020-10-14 07:20:08 UTC,409352,US,Anti Fatigue Mats,1,49
550889,27,2020-10-14 20:42:47 UTC,409204,US,Monitor Arm,1,59
550104,27,2020-10-14 07:16:39 UTC,409352,US,Monitor Arm,1,59
550714,27,2020-10-14 19:04:47 UTC,23394,US,Ultra Wide LED Desk Lamp,1,85.13
550709,27,2020-10-14 19:01:24 UTC,23394,US,Ultra Wide LED Desk Lamp,1,85.13
550132,5,2020-10-14 08:25:29 UTC,404478,US,Ultra Wide LED Desk Lamp,1,85.52
550725,5,2020-10-14 19:11:57 UTC,23394,US,Ultra Wide LED Desk Lamp,1,85.13
549624,5,2020-10-14 00:57:10 UTC,408993,US,Ultra Wide LED Desk Lamp,1,86.9
550121,5,2020-10-14 08:03:34 UTC,409363,US,Ultra Wide LED Desk Lamp,1,85.13
550739,5,2020-10-14 19:18:37 UTC,329735,US,Ultra Wide LED Desk Lamp,1,86.35
550756,5,2020-10-14 19:25:52 UTC,340226,US,Ultra Wide LED Desk Lamp,1,86.71
551130,5,2020-10-14 23:03:48 UTC,402935,US,Ultra Wide LED Desk Lamp,1,79
550761,5,2020-10-14 19:28:40 UTC,409827,US,Ultra Wide LED Desk Lamp,1,79
549584,5,2020-10-14 00:34:17 UTC,408964,US,Ultra Wide LED Desk Lamp,1,79
549641,5,2020-10-14 01:06:06 UTC,409003,US,Ultra Wide LED Desk Lamp,2,158
550564,5,2020-10-14 17:42:04 UTC,409661,US,ErgoStool,1,99
551022,5,2020-10-14 21:58:14 UTC,410014,US,ErgoStool,1,108.41
550913,1,2020-10-14 20:53:02 UTC,409941,US,ErgoStool,1,106.68
549704,5,2020-10-14 01:42:55 UTC,409048,US,ErgoStool,1,107.42
549930,5,2020-10-14 04:10:00 UTC,385287,US,ErgoStool,1,108.16
550067,5,2020-10-14 06:32:15 UTC,409331,US,ErgoStool,1,108.16
551004,1,2020-10-14 21:45:36 UTC,409995,US,ErgoStool,1,99
549907,5,2020-10-14 03:50:56 UTC,409208,US,ErgoStool,1,99
550786,5,2020-10-14 19:39:39 UTC,409844,US,ErgoStool,1,99
551045,5,2020-10-14 22:10:18 UTC,280865,US,ErgoStool,2,198
549689,5,2020-10-14 01:36:37 UTC,374385,US,ErgoStool,1,99
549990,5,2020-10-14 04:59:14 UTC,409270,US,ErgoStool,1,99
550709,27,2020-10-14 19:01:24 UTC,23394,US,Graphene Antiviral Mask,1,32.32
550714,27,2020-10-14 19:04:47 UTC,23394,US,Graphene Antiviral Mask,1,32.32
550946,5,2020-10-14 21:09:17 UTC,409966,US,Graphene Antiviral Mask,1,32.51
551116,5,2020-10-14 22:55:33 UTC,266170,US,Graphene Antiviral Mask,1,32.69
550104,27,2020-10-14 07:16:39 UTC,409352,US,Graphene Antiviral Mask,1,29.99
551004,1,2020-10-14 21:45:36 UTC,409995,US,Graphene Antiviral Mask,1,29.99
550079,11,2020-10-14 06:41:16 UTC,409315,US,MyoChair,1,193.77
550444,5,2020-10-14 16:39:36 UTC,409581,US,MyoChair,1,197.07999999999998
550548,27,2020-10-14 17:29:11 UTC,409670,US,MyoChair,1,179
551098,5,2020-10-14 22:47:31 UTC,410066,US,MyoChair,1,179
550625,5,2020-10-14 18:14:52 UTC,138079,US,Filing Cabinet,1,182.1
549952,5,2020-10-14 04:26:30 UTC,327331,US,Filing Cabinet,1,185.06
550694,5,2020-10-14 18:53:01 UTC,409780,US,Filing Cabinet,1,182.1
551151,5,2020-10-14 23:17:05 UTC,410114,US,Filing Cabinet,1,184.21
550411,5,2020-10-14 16:10:32 UTC,306956,US,Filing Cabinet,1,182.95
551216,5,2020-10-14 23:55:31 UTC,368057,US,Filing Cabinet,1,186.07
550299,5,2020-10-14 14:33:57 UTC,379754,US,Filing Cabinet,1,169
550761,5,2020-10-14 19:28:40 UTC,409827,US,Filing Cabinet,1,169
551004,1,2020-10-14 21:45:36 UTC,409995,US,Filing Cabinet,1,169
551023,5,2020-10-14 21:58:23 UTC,410015,US,ErgoChair 2,1,377.8
549906,5,2020-10-14 03:49:06 UTC,409207,US,ErgoChair 2,1,379.98
551099,5,2020-10-14 22:47:35 UTC,410071,US,ErgoChair 2,1,349
550922,5,2020-10-14 20:55:59 UTC,409949,US,ErgoChair 2,1,349
549831,5,2020-10-14 03:02:43 UTC,409141,US,ErgoChair 2,1,349
550470,5,2020-10-14 16:55:49 UTC,409614,US,ErgoChair 2,1,349
549808,27,2020-10-14 02:48:38 UTC,401316,US,ErgoChair 2,1,403.14
550434,27,2020-10-14 16:34:52 UTC,409584,US,ErgoChair 2,1,398.89
550438,27,2020-10-14 16:35:07 UTC,409584,US,ErgoChair 2,1,398.89
550301,27,2020-10-14 14:42:19 UTC,409477,US,ErgoChair 2,1,398.52
550431,27,2020-10-14 16:32:39 UTC,409584,US,ErgoChair 2,1,398.89
550433,27,2020-10-14 16:34:46 UTC,409584,US,ErgoChair 2,1,398.89
550302,27,2020-10-14 14:42:38 UTC,409477,US,ErgoChair 2,1,398.52
549988,27,2020-10-14 04:56:09 UTC,409269,US,ErgoChair 2,1,403.14
549706,1,2020-10-14 01:43:27 UTC,409050,US,ErgoChair 2,1,369
549751,5,2020-10-14 02:07:30 UTC,409088,US,ErgoChair 2,1,406.27
549933,5,2020-10-14 04:13:06 UTC,409225,US,ErgoChair 2,1,406.27
551116,5,2020-10-14 22:55:33 UTC,266170,US,ErgoChair 2,1,402.21
549993,5,2020-10-14 05:01:12 UTC,409235,US,ErgoChair 2,1,401.75
550946,5,2020-10-14 21:09:17 UTC,409966,US,ErgoChair 2,1,399.91
549807,1,2020-10-14 02:48:06 UTC,409128,US,ErgoChair 2,1,398.52
550135,5,2020-10-14 08:29:22 UTC,384162,US,ErgoChair 2,1,403.14
551023,5,2020-10-14 21:58:23 UTC,410015,US,ErgoChair 2,1,399.45
551216,5,2020-10-14 23:55:31 UTC,368057,US,ErgoChair 2,1,406.27
550625,5,2020-10-14 18:14:52 UTC,138079,US,ErgoChair 2,1,397.6
549556,5,2020-10-14 00:13:31 UTC,408925,US,ErgoChair 2,1,403.14
550080,5,2020-10-14 06:41:31 UTC,409335,US,ErgoChair 2,1,403.14
549546,5,2020-10-14 00:06:28 UTC,408935,US,ErgoChair 2,1,402.21
550883,5,2020-10-14 20:36:28 UTC,409919,US,ErgoChair 2,1,404.06
549901,27,2020-10-14 03:45:42 UTC,409204,US,ErgoChair 2,1,369
550146,27,2020-10-14 08:45:27 UTC,135533,US,ErgoChair 2,1,369
550175,27,2020-10-14 10:48:16 UTC,409397,US,ErgoChair 2,1,369
550922,5,2020-10-14 20:55:59 UTC,409949,US,ErgoChair 2,1,369
549712,1,2020-10-14 01:46:57 UTC,362581,US,ErgoChair 2,1,369
550495,5,2020-10-14 17:05:08 UTC,409620,US,ErgoChair 2,1,369
550235,5,2020-10-14 13:08:21 UTC,409432,US,ErgoChair 2,1,369
550206,5,2020-10-14 12:31:20 UTC,409420,US,ErgoChair 2,1,369
550342,5,2020-10-14 15:20:32 UTC,409505,US,ErgoChair 2,1,369
551051,11,2020-10-14 22:14:50 UTC,410035,US,ErgoChair 2,1,369
550245,5,2020-10-14 13:28:49 UTC,386889,US,ErgoChair 2,1,369
550123,5,2020-10-14 08:10:08 UTC,409369,US,ErgoChair 2,1,369
551004,1,2020-10-14 21:45:36 UTC,409995,US,ErgoChair 2,1,369
549745,5,2020-10-14 02:06:03 UTC,409083,US,ErgoChair 2,1,369
551072,5,2020-10-14 22:31:15 UTC,359907,US,ErgoChair 2,1,369
549990,5,2020-10-14 04:59:14 UTC,409270,US,ErgoChair 2,1,369
550657,5,2020-10-14 18:32:55 UTC,409752,US,ErgoChair 2,1,369
549896,5,2020-10-14 03:39:05 UTC,409199,US,ErgoChair 2,1,369
551178,5,2020-10-14 23:30:56 UTC,409693,US,ErgoChair 2,1,369
549893,5,2020-10-14 03:36:32 UTC,409190,US,ErgoChair 2,1,369
551109,5,2020-10-14 22:51:57 UTC,166746,US,ErgoChair 2,1,369
551178,5,2020-10-14 23:30:56 UTC,409693,US,ErgoChair 2,1,369
550472,5,2020-10-14 16:56:51 UTC,409615,US,ErgoChair 2,1,369
549728,11,2020-10-14 01:55:23 UTC,409067,US,ErgoChair 2,1,369
551170,6,2020-10-14 23:25:34 UTC,410124,US,ErgoChair 2,1,369
551099,5,2020-10-14 22:47:35 UTC,410071,US,ErgoChair 2,1,369
550168,27,2020-10-14 10:26:31 UTC,409391,US,ErgoChair 2,1,397.6
550163,27,2020-10-14 10:13:54 UTC,409391,US,ErgoChair 2,1,397.6
550164,27,2020-10-14 10:17:03 UTC,409391,US,ErgoChair 2,1,397.6
550170,27,2020-10-14 10:29:46 UTC,409391,US,ErgoChair 2,1,397.6
550857,5,2020-10-14 20:17:00 UTC,314439,US,AvoChair,1,236.25
550857,5,2020-10-14 20:17:00 UTC,314439,US,AvoChair,1,236.25
550857,5,2020-10-14 20:17:00 UTC,314439,US,AvoChair,1,236.25
550026,5,2020-10-14 05:40:20 UTC,409298,US,AvoChair,1,235.98
550252,1,2020-10-14 13:46:20 UTC,380380,US,AvoChair,1,219
550163,27,2020-10-14 10:13:54 UTC,409391,US,AvoChair,1,235.98
